ARTISTA,ARTISTB
"['82301', 'kendrick-lamar', 'Kendrick Lamar']","['82300', 'kendrick-lamaar', 'Kendrick Lamaar']"
"['8249', 'andy-thorn-of-leftover-salmon', 'Andy Thorn of Leftover Salmon']","['8248', 'andy-thorn-leftover-salmon', 'Andy Thorn (Leftover Salmon)']"
"['82528', 'kerwin-dubois', 'Kerwin Dubois']","['82527', 'kerwin-du-bois', 'Kerwin Du Bois']"
"['8258', 'andy-warpigs', 'Andy Warpigs']","['8257', 'andy-war-pigs', 'Andy War pigs']"
"['82614', 'kevin-devine-and-the-goddamnband', 'Kevin Devine and The Goddamnband']","['82615', 'kevin-devine-and-the-goddamn-band', 'Kevin Devine and the Goddamn Band']"
"['82652', 'kevin-hays', 'Kevin Hays']","['82651', 'kevin-hayes', 'Kevin Hayes']"
"['82673', 'kevin-kinsella', 'Kevin Kinsella']","['82672', 'kevin-kinsela', 'Kevin Kinsela']"
"['82718', 'kevin-russell', 'Kevin Russell']","['82755', 'kevin-russel', 'Kevin russel']"
"['83038', 'kids-on-a-crimespree', 'Kids On A Crimespree']","['83048', 'kids-on-a-crime-spree', 'Kids on a Crime Spree']"
"['83081', 'kierstone-white', 'Kierstone White']","['83080', 'kierston-white', 'Kierston White']"
"['83201', 'kill-the-buzz', 'Kill the Buzz']","['83170', 'kill-the-buz', 'Kill The Buz']"
"['83315', 'killswitch-engage', 'Killswitch Engage']","['83314', 'killswitch-enagage', 'Killswitch Enagage']"
"['83485', 'kindred-spirits', 'Kindred Spirits']","['83484', 'kindred-spirit', 'Kindred Spirit']"
"['83487', 'kindred-the-family-soul', 'Kindred the Family Soul']","['83486', 'kindred-the-family-sou', 'Kindred the Family Sou']"
"['8408', 'angelo-debatrre', 'Angelo Debatrre']","['8407', 'angelo-debarre', 'Angelo Debarre']"
"['84161', 'knightressm1', 'KnightressM1']","['84160', 'knightress-m1', 'Knightress M1']"
"['84198', 'knocturnal-maddness', 'Knocturnal Maddness']","['84197', 'knockturnal-maddness', 'Knockturnal Maddness']"
"['84199', 'knocturnal-madness', 'Knocturnal Madness']","['84198', 'knocturnal-maddness', 'Knocturnal Maddness']"
"['84206', 'knorkator', 'Knorkator']","['84205', 'knorkathor', 'Knorkathor']"
"['84212', 'knottyrocker', 'Knottyrocker']","['84211', 'knotty-rocker', 'Knotty Rocker']"
"['84228', 'knox-hamilton', 'Knox Hamilton']","['84227', 'knox-hamiliton', 'Knox Hamiliton ']"
"['84287', 'kodacrome', 'Kodacrome']","['84286', 'kodachrome', 'Kodachrome']"
"['84358', 'kollektive-turmstrasse', 'Kollektive Turmstrasse']","['84357', 'kollektiv-turmstrasse', 'Kollektiv Turmstrasse']"
"['84449', 'koo-koo-kangaroo', 'Koo Koo Kangaroo']","['84448', 'koo-koo-kanga-roo', 'Koo Koo Kanga Roo']"
"['84611', 'kramphaft', 'Kramphaft']","['84610', 'krampfhaft', 'Krampfhaft']"
"['84640', 'krawall-brueder', 'Krawall Brueder']","['84642', 'krawall-bruder', 'Krawall Br\xc3\xbcder']"
"['84660', 'kreayshawn', 'Kreayshawn']","['84659', 'kreayshaw', 'Kreayshaw']"
"['84845', 'kristoffkrane', 'Kristoffkrane']","['84844', 'kristoff-krane', 'Kristoff Krane']"
"['84890', 'krooktone-classics', 'KrookTone Classics']","['84895', 'krookstone-classics', 'Krookstone Classics']"
"['8501', 'angus-and-julia-stoned', 'Angus And Julia Stoned']","['8507', 'angus-and-julia-stone', 'Angus and Julia Stone']"
"['85040', 'kung-fu-vampires', 'Kung Fu Vampires']","['85039', 'kung-fu-vampire', 'Kung Fu Vampire']"
"['85586', 'laurent-sarrien', 'LAURENT SARRIEN']","['87437', 'laurent-sarien', 'Laurent Sarien']"
"['85672', 'leo-the-lineup', 'LEO & THE LINEUP']","['88375', 'leo-the-line-up', 'Leo & the Line Up']"
"['8574', 'animals-killing-people', 'Animals Killing People']","['8573', 'animals-kiiling-people', 'Animals Kiiling People']"
"['85828', 'lkina-off-beat-skullkats', 'LKina / Off Beat / SkullKats']","['85822', 'lkina-off-beat-skull-kats', 'LKINA / Off Beat / Skull Kats']"
"['85896', 'lorenzo-ottati', 'LORENZO OTTATI']","['91130', 'lorenzo-otati', 'Lorenzo Otati']"
"['86001', 'lupara-the-windowmaker', 'LUPARA:THE WINDOWMAKER']","['92745', 'lupara-th-window-maker', 'Lupara th Window Maker']"
"['86054', 'la-bienquerida', 'La Bienquerida']","['86053', 'la-bien-querida', 'La Bien Querida']"
"['86135', 'la-inedita', 'La In\xc3\xa9dita']","['86133', 'la-indedita', 'La INDEDITA']"
"['86159', 'la-mambanegra', 'La MambaNegra']","['86158', 'la-mamabanegra', 'La Mamabanegra']"
"['86222', 'la-sucursal-de-la-cumbia', 'La Sucursal de la Cumbia']","['85509', 'la-sucrsal-de-la-cumbia', 'LA SUCRSAL DE LA CUMBIA']"
"['86269', 'lady-ketryn', 'LaDy KetRyn']","['86440', 'lady-ketry-n', 'Lady Ketry`n']"
"['86358', 'lacrimas-profundere', 'Lacrimas profundere']","['86348', 'lacrima-profundere', 'Lacrima Profundere']"
"['86495', 'lady-and-the-gentlemen', 'Lady and The Gentlemen']","['86403', 'lady-and-the-gentleman', 'Lady And The Gentleman']"
"['86537', 'laid-instone', 'Laid inStone']","['86535', 'laid-in-stone', 'Laid In Stone']"
"['86591', 'lalie-the-other-brad', 'Lalie & The Other Brad']","['86592', 'lalie-a-the-other-brad', 'Lalie &a The Other Brad']"
"['86736', 'langhorne-slim', 'Langhorne Slim']","['86735', 'langhorn-slim', 'Langhorn Slim']"
"['86882', 'larry-keel-the-smoking-j-s', ""Larry Keel & The Smoking J's""]","['86883', 'larry-keel-the-smokin-j-s', ""Larry Keel & the Smokin' J's""]"
"['86887', 'larry-keel-experience', 'Larry Keel Experience']","['86886', 'larry-keel-expereince', 'Larry Keel Expereince']"
"['86919', 'larry-vukovich', 'Larry Vukovich']","['86918', 'larry-vuckovich', 'Larry Vuckovich']"
"['86976', 'laser-backround', 'Laser Backround']","['86975', 'laser-background', 'Laser Background']"
"['87323', 'lauren-alaina', 'Lauren Alaina']","['87322', 'lauren-alaiana', 'Lauren Alaiana']"
"['8767', 'annabelles-curse', 'Annabelle\xe2\x80\x99s Curse']","['8766', 'annabelle-s-curse', ""Annabelle's Curse""]"
"['87782', 'leaetherstrip', 'Leaetherstrip']","['89021', 'leaether-strip', 'Le\xc3\xa6ther Strip']"
"['87854', 'leather-dutchess', 'Leather Dutchess']","['87853', 'leather-duchess', 'Leather Duchess']"
"['87934', 'ledward-kaapana', 'Ledward Kaapana']","['87933', 'ledward-kaapaana', 'Ledward Kaapaana']"
"['87999', 'lee-osbourne', 'Lee Osbourne']","['87998', 'lee-osborne', 'Lee Osborne']"
"['88017', 'lee-scratchy-perry', 'Lee Scratchy Perry']","['87937', 'lee-scratch-perry', 'Lee ""Scratch"" Perry']"
"['88026', 'lee-van-dowski', 'Lee van Dowski']","['88022', 'lee-van-doski', 'Lee Van Doski']"
"['88157', 'legend-of-a-band-tribute-to-the-moody-blues', 'Legend of a Band -Tribute to The Moody Blues']","['88158', 'legend-of-a-band-a-tribute-to-the-moody-blues', 'Legend of a Band- A Tribute to The Moody Blues']"
"['88203', 'leider-chapottin-trumpet', 'Leider Chapottin Trumpet']","['88202', 'leider-chapotin-trumpet', 'Leider Chapotin Trumpet']"
"['88231', 'leilani-wolframm', 'Leilani Wolframm']","['88230', 'leilani-wolfgramm', 'Leilani Wolfgramm']"
"['88279', 'lemon-bucket-orkestra', 'Lemon Bucket Orkestra']","['88278', 'lemon-bucket-orkestar', 'Lemon Bucket Orkestar']"
"['88384', 'leo-giannola', 'Leo Giannola']","['88383', 'leo-giannlola', 'Leo Giannlola']"
"['88494', 'leroy-powell', 'Leroy Powell']","['88493', 'leroy-powel', 'Leroy Powel']"
"['88538', 'les-claypools-duo-de-twang', 'Les Claypools Duo de Twang']","['88537', 'les-claypool-s-duo-de-twang', ""Les Claypool's Duo de Twang""]"
"['88621', 'les-ramoneurs-de-menhirs', 'Les Ramoneurs de menhirs']","['88620', 'les-ramoneurs-de-menhir', 'Les Ramoneurs de Menhir']"
"['88736', 'lester-t-rawws-graveside-quartet', 'Lester T. Rawws Graveside Quartet']","['88735', 'lester-t-raww-s-graveside-quartet', ""Lester T. Raww's Graveside Quartet""]"
"['88747', 'let-it-happen', 'Let It Happen']","['88746', 'let-it-hapen', 'Let It Hapen']"
"['88810', 'letitia-van-sant', 'Letitia Van Sant']","['88809', 'letita-van-sant', 'Letita Van Sant']"
"['88936', 'levon-vincent', 'Levon Vincent']","['88935', 'levon-vincen', 'Levon Vincen']"
"['88983', 'lex-the-hex-master', 'Lex The Hex Master']","['88984', 'lex-the-hex-masster', 'Lex the Hex Masster']"
"['89', 'joey-cape-jon-snodgrass-brian-wahlstrom', ' Joey Cape, Jon Snodgrass & Brian Wahlstrom']","['76766', 'joey-cape-jon-snodgrass-and-brian-wahlstrom', 'Joey Cape, Jon Snodgrass and Brian Wahlstrom']"
"['890', '36-crazyfists', '36 Crazyfists']","['889', '36-crayfists', '36 Crayfists']"
"['89015', 'leyla-mccalla', 'Leyla McCalla']","['85716', 'leyla-mc-calla', 'LEYLA Mc CALLA']"
"['892', '36-crazyfists-skinlab-and-all-hail-the-yeti', '36 Crazyfists, Skinlab and All Hail the Yeti']","['891', '36-crazyfists-skinlab-all-hail-the-yeti', '36 Crazyfists, Skinlab & All Hail the Yeti']"
"['89203', 'life-on-standy', 'Life On Standy']","['89202', 'life-on-standby', 'Life On Standby']"
"['89316', 'lightspeedgo', 'LightSpeedGo']","['89367', 'lightspeed-go', 'Lightspeed Go']"
"['89382', 'like-a-storm', 'Like A Storm']","['89381', 'like-a-stom', 'Like A Stom']"
"['89401', 'like-moths-to-flame', 'Like Moths To Flame']","['89400', 'like-moth-to-flames', 'Like Moth To Flames']"
"['89402', 'like-moths-to-flames', 'Like Moths to Flames']","['89401', 'like-moths-to-flame', 'Like Moths To Flame']"
"['8947', 'another-vendettat', 'Another Vendettat']","['8946', 'another-vendetta', 'Another Vendetta']"
"['89507', 'liliths-army', 'Liliths Army']","['89506', 'lilith-s-army', ""Lilith's Army""]"
"['89539', 'lily-madeline', 'Lily & Madeline']","['89538', 'lily-madeleine', 'Lily & Madeleine']"
"['89971', 'lisa-doll-the-rock-n-roll-romance', 'Lisa Doll & the Rock n Roll Romance']","['89970', 'lisa-doll-the-rock-and-roll-romance', 'Lisa Doll & the Rock and Roll Romance']"
"['90003', 'lisa-mafia', 'Lisa Mafia']","['90002', 'lisa-maffia', 'Lisa Maffia']"
"['90008', 'lisa-marie-johnston', 'Lisa Marie Johnston']","['90007', 'lisa-marie-johnson', 'Lisa Marie Johnson']"
"['90025', 'lisa-o-neill', ""Lisa O'Neill""]","['90024', 'lisa-o-neil', ""Lisa O'Neil""]"
"['90199', 'little-mataor', 'Little Mataor']","['90198', 'little-matador', 'Little Matador']"
"['90294', 'liv-roskos', 'Liv Roskos']","['90293', 'liv-rosko', 'Liv Rosko']"
"['9035', 'anthony-attalla', 'Anthony Attalla']","['9034', 'anthony-atalla', 'Anthony Atalla']"
"['90402', 'liz-copper-risk-logistik-sound', 'Liz Copper (Risk / Logistik Sound)']","['90401', 'liz-copper-risk-logistick-sound', 'Liz Copper (Risk / Logistick Sound)']"
"['9053', 'anthony-dacosta', 'Anthony DaCosta']","['9132', 'anthony-da-costa', 'Anthony da Costa']"
"['90726', 'loi-jeannette', 'Loi Jeannette']","['90725', 'loi-jeanette', 'Loi Jeanette']"
"['90840', 'lonely-heartstring-band', 'Lonely Heartstring Band']","['90839', 'lonely-heart-stringband', 'Lonely Heart Stringband']"
"['91016', 'loose-willis', 'Loose Willis']","['91015', 'loose-wilis', 'Loose Wilis']"
"['91154', 'lorianne-crook', 'Lorianne Crook']","['91153', 'loriane-crook', 'Loriane Crook']"
"['91260', 'los-gravediggers', 'Los Gravediggers']","['91259', 'los-grave-diggers', 'Los Grave Diggers']"
"['91349', 'los-straitjackets', 'Los Straitjackets']","['91348', 'los-strait-jackets', 'Los Strait Jackets']"
"['9188', 'antilopengang', 'Antilopengang']","['9187', 'antilopen-gang', 'Antilopen Gang']"
"['92092', 'luca-hanni', 'Luca H\xc3\xa4nni']","['92091', 'luca-hani', 'Luca H\xc3\xa4ni']"
"['92119', 'lucas-eason-the-panhandlers', 'Lucas Eason & The Panhandlers']","['92118', 'lucas-eason-the-pandhandlers', 'Lucas Eason & The Pandhandlers']"
"['92138', 'lucas-saint-criq', 'Lucas Saint Criq']","['92137', 'lucas-saint-cricq', 'Lucas Saint Cricq']"
"['92173', 'lucia-mircarelli', 'Lucia Mircarelli']","['92172', 'lucia-micarelli', 'Lucia Micarelli']"
"['9224', 'antoine-favennec', 'Antoine Favennec']","['9223', 'antoine-favenec', 'Antoine Favenec']"
"['92335', 'lucy-michelle', 'Lucy Michelle']","['92334', 'lucy-michele', 'Lucy Michele']"
"['92384', 'ludzie-mili', 'Ludzie mili']","['92383', 'ludzi-mili', 'Ludzi Mili']"
"['92512', 'luke-elliott', 'Luke Elliott']","['92511', 'luke-elliot', 'Luke Elliot']"
"['9258', 'antonella-lucia', 'Antonella Lucia']","['9257', 'antonela-lucia', 'Antonela Lucia']"
"['92667', 'luna-arcade', 'Luna Arcade']","['92666', 'luna-aracade', 'Luna Aracade']"
"['92793', 'lutan-fyah', 'Lutan Fyah']","['92792', 'lutan-fiyah', 'Lutan Fiyah']"
"['92885', 'lydia-can-t-breathe', ""Lydia Can't Breathe""]","['92884', 'lydia-can-t-breath', ""Lydia Can't Breath""]"
"['92886', 'lydia-cant-breathe', 'Lydia Cant Breathe']","['92885', 'lydia-can-t-breathe', ""Lydia Can't Breathe""]"
"['92894', 'lydia-loveless', 'Lydia Loveless']","['92892', 'lydia-lloveless', 'Lydia LLoveless']"
"['92931', 'lylou-dallas', 'Lylou Dallas']","['86025', 'lyllou-dallas', 'LYLLOU DALLAS']"
"['92959', 'lyngustic-civilians', 'Lyngustic Civilians']","['92958', 'lynguistic-civilians', 'Lynguistic Civilians']"
"['93015', 'laetitia-sadier', 'L\xc3\xa6titia Sadier']","['86510', 'laetictia-sadier', 'Laetictia Sadier']"
"['93142', 'mac-leapheart', 'MAC LEAPHEART']","['94039', 'mac-leaphart', 'Mac Leaphart']"
"['93246', 'marco-farone', 'MARCO FARONE']","['95923', 'marco-faraone', 'Marco Faraone']"
"['93256', 'marie-priux', 'MARIE PRIUX']","['93255', 'marie-prieux', 'MARIE PRIEUX']"
"['93281', 'marten-horger', 'MARTEN H\xc3\x98RGER']","['96967', 'marten-hoger', 'Marten H\xc3\xb8ger']"
"['93300', 'mass-prodd', 'MASS PRODD']","['97406', 'mass-prod', 'Mass Prod']"
"['9336', 'anwar-kurshid', 'Anwar Kurshid']","['9335', 'anwar-khurshid', 'Anwar Khurshid']"
"['93377', 'mc-the-mystyx-melody-ackerman-cathy-ruiz-larry-grubbs-kirk-scott', 'MC & the Mystyx - Melody Ackerman, Cathy Ruiz, Larry Grubbs, Kirk Scott']","['93374', 'mc-the-mystyx-melody-ackerman-cathy-ruiz-larry-grubbs-kiek-scott', 'MC & The Mystyx: Melody Ackerman, Cathy Ruiz, Larry Grubbs & Kiek Scott']"
"['93429', 'mc-jaquesdelarue', 'MC Jaquesdelarue']","['93428', 'mc-jaques-delarue', 'MC Jaques DeLarue']"
"['94009', 'maadraassoo', 'Maadraassoo']","['94008', 'maadraasso', 'Maadraasso ']"
"['94010', 'maadraassooo', 'Maadraassooo']","['94009', 'maadraassoo', 'Maadraassoo']"
"['94034', 'mac-demarco', 'Mac DeMarco']","['94033', 'mac-de-marco', 'Mac De Marco']"
"['94068', 'macabre-demonwolf-valhalla', 'Macabre, Demonwolf, Valhalla']","['94067', 'macabre-demon-wolf-valhalla', 'Macabre, Demon Wolf, Valhalla']"
"['94107', 'machine-gun-ettiquete', 'Machine Gun Ettiquete']","['94106', 'machine-gun-etiquette', 'Machine Gun Etiquette']"
"['94204', 'mad-dog-mcrea', 'Mad Dog Mcrea']","['94203', 'mad-dog-macrea', 'Mad Dog Macrea']"
"['94206', 'mad-dog-and-the-2020s', 'Mad Dog and the 2020s']","['94205', 'mad-dog-and-the-20-20-s', ""Mad Dog and the 20 20's""]"
"['94378', 'madeline-kenny', 'Madeline Kenny']","['94377', 'madeline-kenney', 'Madeline Kenney']"
"['94436', 'madison-ryann', 'Madison Ryann']","['94435', 'madison-ryan', 'Madison Ryan']"
"['9456', 'apocalyptica', 'Apocalyptica']","['9455', 'apocalyptic', 'Apocalyptic']"
"['94695', 'magrudergrind', 'Magrudergrind']","['94694', 'magruder-grind', 'Magruder grind']"
"['94765', 'main-attraktionz', 'Main Attraktionz']","['94764', 'main-attrakionz', 'Main Attrakionz']"
"['949', '3rd-times-a-charm', '3rd Times a Charm']","['948', '3rd-time-s-a-charm', ""3rd Time's a Charm""]"
"['95085', 'mallett-brothers', 'Mallett Brothers']","['95084', 'mallet-brothers', 'Mallet Brothers']"
"['95251', 'man-or-astro-man', 'Man or Astro-man?']","['95250', 'man-or-asro-man', 'Man or Asro-Man?']"
"['95349', 'mandy-reinchert', 'Mandy Reinchert']","['95348', 'mandy-reichert', 'Mandy Reichert']"
"['95366', 'manfred-manns-earth-band', 'Manfred Mann\xe2\x80\x99s Earth Band']","['95365', 'manfred-mann-s-earth-band', ""Manfred Mann's Earth Band""]"
"['95560', 'manu-codjia', 'Manu Codjia']","['95559', 'manu-codja', 'Manu Codja']"
"['95604', 'manuel-de-la-mare', 'Manuel de la Mare']","['95582', 'manuel-de-la-mar', 'Manuel De La Mar']"
"['95608', 'manufactured-superstars', 'Manufactured Superstars']","['95607', 'manufacture-superstars', 'Manufacture Superstars']"
"['957', '4-asprin-morning', '4 Asprin Morning ']","['956', '4-aspirin-morning', '4 Aspirin Morning']"
"['95771', 'marc-peilon', 'Marc Peilon']","['95770', 'marc-peillon', 'Marc Peillon']"
"['95837', 'marcel-dettmann', 'Marcel Dettmann']","['95836', 'marcel-dettman', 'Marcel Dettman']"
"['96104', 'margot-mcdonald', 'Margot McDonald']","['96103', 'margot-macdonald', 'Margot MacDonald']"
"['96114', 'maria-carrelli', 'Maria Carrelli']","['96113', 'maria-carelli', 'Maria Carelli']"
"['96121', 'maria-gabrielle-band', 'Maria Gabrielle Band']","['96120', 'maria-gabriella-band', 'Maria Gabriella Band']"
"['9621', 'ara-malikian', 'Ara Malikian']","['9620', 'ara-mailikian', 'Ara Mailikian']"
"['96444', 'mark-chestnutt', 'Mark Chestnutt']","['96443', 'mark-chesnutt', 'Mark Chesnutt']"
"['96562', 'mark-lavengood-s-bluegrass-bonanza', ""Mark Lavengood's Bluegrass Bonanza""]","['96561', 'mark-lavengood-bluegrass-bonanza', 'Mark Lavengood Bluegrass Bonanza!']"
"['96609', 'mark-morriss', 'Mark Morriss']","['96608', 'mark-morris', 'Mark Morris']"
"['96624', 'mark-o-connore', ""Mark O'Connore""]","['96623', 'mark-o-connor', ""Mark O'Connor""]"
"['9666', 'arbor-vitale', 'Arbor Vitale']","['9665', 'arbor-vitae', 'Arbor Vitae']"
"['96685', 'mark-stone-acoustkc', 'Mark Stone Acoustkc']","['96684', 'mark-stone-acoustic', 'Mark Stone Acoustic']"
"['96700', 'mark-trammel-quartet', 'Mark Trammel Quartet']","['96699', 'mark-tramell-quartet', 'Mark Tramell Quartet']"
"['96701', 'mark-trammell-quartet', 'Mark Trammell Quartet']","['96700', 'mark-trammel-quartet', 'Mark Trammel Quartet']"
"['96720', 'mark-williams', 'Mark Williams']","['176566', 'mark-william-s', ""mark william's""]"
"['96734', 'mark-de-clive-lowe-s-church', ""Mark de Clive-Lowe's Church""]","['96732', 'mark-de-clive-lowe-church', 'Mark de Clive-Lowe CHURCH']"
"['96795', 'marky-ramone-s-bltizkrieg', ""Marky Ramone's Bltizkrieg""]","['96794', 'marky-ramone-s-blitzkrieg', ""Marky Ramone's Blitzkrieg""]"
"['9682', 'arc-d-angel', ""Arc'd Angel""]","['9681', 'arc-d-ange', ""Arc'd Ange""]"
"['97151', 'marty-stuart-his-fabulous-superlatives', 'Marty Stuart & His Fabulous Superlatives']","['97152', 'marty-stuart-and-his-fabulous-superlatives', 'Marty Stuart And His Fabulous Superlatives']"
"['97181', 'marv-ellis-we-tribe', 'Marv Ellis & We Tribe']","['97183', 'marv-ellis-we-trib', 'Marv Ellis + WE Trib']"
"['97238', 'mary-faye-jackson', 'Mary Faye Jackson']","['97237', 'mary-fay-jackson', 'Mary Fay Jackson']"
"['97248', 'mary-j-blige', 'Mary J. Blige']","['97247', 'mary-j-blidge', 'Mary J. Blidge']"
"['9747', 'archibald-ligonnierre', 'Archibald Ligonnierre']","['9746', 'archibald-ligonierre', 'Archibald Ligonierre']"
"['97473', 'masta-killa', 'Masta Killa']","['97472', 'masta-kill', 'Masta Kill']"
"['97528', 'mat-kearny', 'Mat Kearny']","['97527', 'mat-kearney', 'Mat Kearney']"
"['9763', 'archie-watkins-the-smoky-mountain-reunion', 'Archie Watkins & The Smoky Mountain Reunion']","['9762', 'archie-watkins-smoky-mountain-reunion', 'Archie Watkins & Smoky Mountain Reunion']"
"['97645', 'matmonjazz', 'MatmonJazz']","['93324', 'matmon-jazz', 'MATMON JAZZ']"
"['97703', 'matt-bishop-of-hey-marseilles', 'Matt Bishop (of Hey Marseilles)']","['97702', 'matt-bishop-hey-marseilles', 'Matt Bishop (Hey Marseilles)']"
"['97983', 'matt-rouch-and-the-noise-ustairs', 'Matt Rouch and the Noise Ustairs']","['97982', 'matt-rouch-and-the-noise-upstairs', 'Matt Rouch and The Noise Upstairs']"
"['98015', 'matt-stansberry-the-romance', 'Matt Stansberry & The Romance']","['98014', 'matt-stanberry-the-romance', 'Matt Stanberry & The Romance']"
"['98146', 'matthew-francis-anderson', 'Matthew Francis Anderson']","['98145', 'matthew-francis-andersen', 'Matthew Francis Andersen']"
"['98151', 'matthew-graye', 'Matthew Graye ']","['98150', 'matthew-gray', 'Matthew Gray']"
"['98254', 'matthew-and-the-arrogant-sea', 'Matthew and the Arrogant Sea']","['98253', 'matthew-and-the-arrogant-se', 'Matthew and the Arrogant Se']"
"['98269', 'matthias-tanzmann', 'Matthias Tanzmann']","['98268', 'matthias-tanzman', 'Matthias Tanzman']"
"['98272', 'matthias-zimmermann', 'Matthias Zimmermann']","['98271', 'matthias-zimermann', 'Matthias Zimermann']"
"['98329', 'mau-mau-chaplins', 'Mau Mau Chaplins']","['98328', 'mau-mau-chaplains', 'Mau Mau Chaplains']"
"['98390', 'mauro-picotto', 'Mauro Picotto']","['98389', 'mauro-piccotto', 'Mauro Piccotto']"
"['98626', 'maya-devitry', 'Maya deVitry']","['98625', 'maya-de-vitry', 'Maya de Vitry']"
"['9874', 'ari-lenox', 'Ari Lenox']","['9873', 'ari-lennox', 'Ari Lennox']"
"['98815', 'me-like-bees', 'Me Like Bees']","['98814', 'me-like-bee-s', ""Me Like Bee's""]"
"['98913', 'meauxgreen', 'Meauxgreen']","['98912', 'meaux-green', 'Meaux Green']"
"['9892', 'arianna-the-rose', 'Arianna & The Rose']","['9887', 'ariana-the-rose', 'Ariana & the Rose']"
"['99013', 'meet-me-in-st-louis', 'Meet Me in St. Louis']","['99008', 'meet-me-in-st-loui', 'Meet Me In St Loui']"
"['99159', 'mehliana-featuring-brad-mehldau-mark-guiliana', 'Mehliana Featuring Brad Mehldau & Mark Guiliana']","['99160', 'mehliana-featuring-brad-mehldau-and-mark-guiliana', 'Mehliana: featuring Brad Mehldau and Mark Guiliana']"
"['99195', 'mel-wshington', 'Mel Wshington']","['99194', 'mel-washington', 'Mel Washington']"
"['99350', 'melody-ackerman-cathy-ruiz-john-simonick-luiz-martinez', 'Melody Ackerman, Cathy Ruiz, John Simonick, Luiz Martinez']","['99349', 'melody-ackerman-cathy-ruiz-john-simonick-luis-martinez', 'Melody Ackerman, Cathy Ruiz, John Simonick, Luis Martinez']"
"['99384', 'melt-banna', 'Melt banna']","['99385', 'melt-banana', 'Melt-Banana']"
"['99659', 'merit-hemmingsson', 'Merit Hemmingsson']","['99658', 'merit-hemmingson', 'Merit Hemmingson']"
"['99857', 'meteoreyes', 'Meteoreyes']","['99856', 'meteor-eyes', 'Meteor Eyes']"
"['9999', 'arlanfeiles', 'ArlanFeiles']","['9998', 'arlan-feiles', 'Arlan Feiles']"
