 nom,km,pos
 SKYGAZE ,6502.851478,34675
 End of the Dream ,6502.770467,34676
 Great Deceivers ,6501.613711,34677
 Murf ,6501.344851,34678
 The Weird ,6501.324646,34679
 Selena Evangeline ,6501.192059,34680
 Michael Krebs ,6501.100135,34681
 Alustrium ,6494.623791,34682
 Mc Mayhem ,6494.166871,34683
 Alune Wade ,6494.080366,34684
 Belly Up ,6493.261559,34685
 DJ SRO ,6492.740488,34686
 Jean-Luc Lemoine ,6492.66734,34687
 The Blind Owls ,6491.86458,34688
 Paddy Murphy ,6490.334342,34689
 Eamon McGrath ,6490.129019,34690
 Gritter ,6490.089412,34691
 The One Armed Man ,6489.280692,34692
 DJ FRANZEN ,6488.8123,34693
 My Life On Film ,6488.614071,34694
 The Base ,6488.048344,34695
 Bernadette ,6487.172363,34696
 Summer Wars ,6486.688276,34697
 Keblack ,6486.49152,34698
 Black Spiders ,6485.307296,34699
 The Copper Gamins ,6484.670926,34700
 ???? ??????? ,6484.452621,34701
 Amoramora ,6483.816025,34702
 The Continuums ,6483.208431,34703
 The 9th Street Stompers ,6482.692435,34704
 Decent ,6480.038436,34705
 Blindur ,6479.050532,34706
 Kermet Apio ,6477.795658,34707
 Fire In The Field ,6477.773389,34708
 Simon Tailleu ,6476.995588,34709
 Marie-Nicole Lemieux ,6476.351326,34710
 NCT ,6474.977089,34711
 Tez Cadey ,6474.266577,34712
 Witchaven ,6473.646299,34713
 Jason Mitchell (TN) ,6472.840422,34714
 Hopper Brothers 2.0 ,6471.723986,34715
 Odei ,6470.901245,34716
 Age of Days ,6470.029512,34717
 Luisito Quintero ,6469.950072,34718
 TreePhort ,6467.742558,34719
 Almost Wrong ,6467.080695,34720
 Candy Warpop ,6466.40468,34721
 Hipshaker ,6465.287024,34722
 Masters of Funk ,6463.448225,34723
 Tyler Smilo Music ,6462.223789,34724
 Beliefs ,6460.553366,34725
 Whiskey River ,6458.779437,34726
 Kevin B ,6458.551949,34727
 Rain Pryor ,6457.577698,34728
 Within Destruction ,6455.686035,34729
 Massmatiks ,6455.261676,34730
 The American Professionals ,6450.80605,34731
 Jet Black Orchid ,6448.553498,34732
 FA!L ,6447.250024,34733
 Véronique Hermann Sambin ,6445.895373,34734
 Theo's Loose Hinges ,6445.581964,34735
 Craig Wilson ,6445.318371,34736
 The Cocktail Slippers ,6443.233967,34737
 The Mauskovic dance band ,6442.53248,34738
 24 HORAS ,6440.955779,34739
 Thadeus Gonzalez ,6440.570256,34740
 Triple SP ,6439.71297,34741
 Stellar Corpses ,6439.651748,34742
 Marc Cary ,6439.030902,34743
 Captain We're Sinking ,6438.613124,34744
 Prolapse ,6438.080853,34745
 Hexheart ,6437.347621,34746
 Wyland ,6435.587099,34747
 Bounce House ,6435.538335,34748
 Chanson ,6435.175358,34749
 Hope In High Water ,6435.096344,34750
 Dream Cult ,6434.372206,34751
 Renn ,6434.250953,34752
 In Depths ,6434.231215,34753
 The Rollin Stoned ,6434.097653,34754
 Royal Brat ,6433.850512,34755
 Tim Larson ,6433.28201,34756
 Grant Gordy and Ross Martin ,6433.237229,34757
 Edison Chair ,6431.473701,34758
 MICKEY AND THE MOTORCARS ,6430.847878,34759
 Adrien Reju ,6430.654611,34760
 The Undercover Dream Lovers ,6429.532588,34761
 JoJo's Slim Wednesday ,6428.997853,34762
 Beady Eye ,6428.792162,34763
 Phourist ,6428.735477,34764
 Brigades ,6428.338165,34765
 The Stonewalls ,6428.006629,34766
 Gauntlet Hair ,6425.356935,34767
 Folkinception ,6424.698306,34768
 The Split Seconds ,6424.427153,34769
 SixFoxWhiskey ,6424.14289,34770
 Tempt ,6423.896668,34771
 Ravi Shavi ,6423.150826,34772
 Poppies ,6422.671847,34773
 Gayle Tufts ,6422.598996,34774
 Free Fallin - A Tribute to Tom Petty ,6422.497132,34775
 Captain Green ,6420.965099,34776
 Izcalli ,6420.881363,34777
 In Session ,6420.541918,34778
 Minus the Bear Headlining ,6419.302916,34779
 The Here And Now ,6419.194574,34780
 The Reverberations ,6418.636123,34781
 Trompete ,6415.807185,34782
 Nick Hagelin ,6415.270642,34783
 Basketmouth ,6413.991355,34784
 Cajsa Siik ,6413.650153,34785
 The JAG ,6413.101411,34786
 Matthew Pear ,6412.420592,34787
 Vanupié (Solo) ,6409.425465,34788
 Table Talk ,6408.380895,34789
 The Hoo ,6408.377176,34790
 Something Human ,6407.324716,34791
 Chris Tavener Music ,6406.072161,34792
 Robert Allen Jr. Band ,6405.551974,34793
 Even Thieves ,6405.45465,34794
 David Marston ,6404.539976,34795
 Kyle Kegerreis ,6404.248593,34796
 Gratefully Yours ,6403.551879,34797
 Scarblade ,6402.913575,34798
 Liz Chidester ,6402.475335,34799
 SaulPaul ,6400.652577,34800
 Handsome Ghost ,6400.505336,34801
 Fai Baba ,6399.815074,34802
 PISS TEST ,6399.772707,34803
 Brieg Guerveno Groupe ,6399.459304,34804
 Virginia Plain ,6399.28761,34805
 Tim Flannery ,6398.740169,34806
 The Photo Atlas ,6398.655034,34807
 Trio Beyond ,6398.441194,34808
 Rachel Levitin ,6398.035694,34809
 Take a Mic ,6397.731759,34810
 Jeramiah Red ,6397.056238,34811
 Laura Jean ,6396.664104,34812
 Ryan Hinkle ,6395.226852,34813
 Clubhouse ,6394.902313,34814
 Lacey Caroline ,6394.342686,34815
 The Problem ,6393.123184,34816
 PATRICK JACOBI ,6392.666443,34817
 Misty in Roots ,6392.351133,34818
 SvenDeeKay ,6391.578802,34819
 Surface To Air Missive ,6390.174819,34820
 With The Punches_ Forever Came Calling ,6389.424111,34821
 Les Reservoir Dogs ,6388.756179,34822
 Curses ,6387.769785,34823
 Colin Jost ,6387.695608,34824
 The Williamsons ,6386.086366,34825
 Ronnie Heart ,6385.869607,34826
 Zach Pohl ,6385.59615,34827
 Pauline ,6382.938823,34828
 Never Underestimate Musical Belief (N.U.M.B) OFFICIAL PAGE ,6382.839014,34829
 Marie Karall ,6382.796023,34830
 Krept & Konan ,6382.730224,34831
 Craig Wiseman ,6382.233942,34832
 Three Years ,6382.004549,34833
 BEATFROG ,6381.999567,34834
 Ken Ring ,6380.778011,34835
 Trita ,6380.747951,34836
 Scream the Prayer Tour ,6379.911416,34837
 The Bar Exam ,6379.250787,34838
 Skyburial ,6378.986035,34839
 Red Letter Hymnal ,6378.762112,34840
 Overstand ,6377.836926,34841
 A Day At The Races ,6377.462829,34842
 Steven Escalante ,6376.933926,34843
 Toyah Willcox ,6376.883946,34844
 The Fabulous Hubcaps ,6376.768382,34845
 Justin Farren ,6375.660834,34846
 Faye Webster ,6375.655986,34847
 Eden's Curse ,6375.557372,34848
 Indecent Excision ,6375.018696,34849
 Late Nite Reading ,6372.728314,34850
 The Empty Page ,6370.193229,34851
 L'incroyable histoire de Gaston et Lucie ,6369.147999,34852
 Murkocet ,6368.679352,34853
 The Band From County Hell ,6367.684836,34854
 Donna Hopkins ,6366.253298,34855
 WesliBand ,6366.030258,34856
 Time Walk ,6365.95202,34857
 Honey & Houston ,6364.991015,34858
 Robin Stjernberg ,6363.772804,34859
 Flight Risk ,6361.905228,34860
 Alan Smithee ,6361.86024,34861
 Apron ,6361.778085,34862
 Third Eye ,6361.643231,34863
 Korn Again ,6360.077486,34864
 Siberian Traps ,6359.290626,34865
 Tim Hurley ,6359.052733,34866
 Uncommon Nasa ,6357.980681,34867
 Black Powder ,6357.958656,34868
 Lizzy Rose ,6357.871949,34869
 Michel de Hey (official) ,6356.554638,34870
 Faithless Town ,6356.5408,34871
 Pedro Arbulu ,6356.194808,34872
 BURNS LIKE FIRE ,6355.447235,34873
 Comma Zero ,6355.345805,34874
 G.W. Souther ,6355.271346,34875
 Eifman Ballet ,6354.876366,34876
 Captain Cook ,6354.564339,34877
 Peter Conrad Music ,6354.226111,34878
 Ava Suppelsa ,6352.938086,34879
 RAZ DWA TRZY ,6352.934776,34880
 Wesley Stromberg ,6352.517878,34881
 Kevin Drew ,6345.691293,34882
 Kill The Precedent ,6343.961415,34883
 Music of Alex Davis ,6343.439039,34884
 Brad Upton ,6342.662624,34885
 The Bar Stool Preachers ,6342.357984,34886
 Kollektiv KlangGut ,6342.285426,34887
 King Orgasmus One ,6342.023432,34888
 Guitare ,6341.596213,34889
 Brendan Fletcher ,6341.253538,34890
 Trevor Dreher ,6340.853114,34891
 Hurula ,6340.745458,34892
 Justyna Steczkowska ,6339.406476,34893
 Lindo ,6337.306813,34894
 Karate Andi ,6337.054473,34895
 Stann Smith ,6336.638227,34896
 Man or Astro-man? ,6336.410207,34897
 MARION RAMPAL ,6336.046773,34898
 Countless Skies ,6332.02067,34899
 MoZuluArt ,6331.711122,34900
 Venn ,6331.311173,34901
 Citabria ,6331.289064,34902
 ARAT KILO ,6329.164781,34903
 Dave Gisler ,6327.847944,34904
 Stefan Aeby ,6327.847944,34905
 Michi Stulz ,6327.847944,34906
 Cypress Spring ,6325.99831,34907
 ClayBank ,6325.133878,34908
 Madeleine McQueen ,6324.918358,34909
 zenitram ,6324.49425,34910
 The Actions ,6322.240842,34911
 Feral Ohms ,6321.645601,34912
 Bloody Bloody Andrew Jackson ,6321.128587,34913
 40oz Burrito: A Tribute to Sublime ,6321.092267,34914
 Dahebegebees ,6321.042394,34915
 Dalton & the Sheriffs ,6319.717805,34916
 The Persuaded ,6319.198341,34917
 Gavin James with Kodaline ,6319.096569,34918
 Sarah Anne DeGraw ,6317.359068,34919
 Lucid Vision ,6316.185736,34920
 A. J. LeGrand ,6316.083182,34921
 DJ Colin Francis ,6316.06329,34922
 Rachid Badouri ,6314.514442,34923
 Rachel Crick Music ,6314.026659,34924
 Wither ,6310.426412,34925
 Lavender Fields ,6309.947893,34926
 Sorg ,6306.209666,34927
 DJ sourMILK ,6305.064247,34928
 N?i Kabát ,6304.505665,34929
 DBR UK ,6302.952825,34930
 Dale and the ZDubs ,6302.320334,34931
 There for Tomorrow ,6302.197002,34932
 Jason Ellis ,6302.009039,34933
 Qiet ,6301.692983,34934
 Ben Manson - Dj & Producer ,6300.567358,34935
 Hotel Bossa Nova ,6299.770521,34936
 Jeremy Davenport ,6298.162208,34937
 See How They Run ,6297.618174,34938
 Maria Patricia Kelly ,6297.094428,34939
 Obnoxious Youth ,6297.04758,34940
 Arne Spremberg ,6296.00099,34941
 The Rainband ,6292.418206,34942
 Pete Molinari ,6291.778978,34943
 Ken Shiles & CiBon ,6291.391242,34944
 SkillinJah ,6291.19058,34945
 Zac HB ,6290.431124,34946
 Daniel Castro ,6289.085173,34947
 Thea Tochihara ,6286.415837,34948
 Christophe Aleveque ,6284.947868,34949
 Lady Maisery ,6284.637689,34950
 Eaters ,6284.12304,34951
 Kettle of Kites ,6282.855216,34952
 Carly Connor ,6280.354079,34953
 Henchmen ,6279.850468,34954
 Dario Sorano ,6279.480767,34955
 Daryl Kellie ,6278.913057,34956
 Heidi Burson ,6278.501585,34957
 Dodgy Mountain Men ,6277.977257,34958
 Från Broadway till Duvemåla ,6274.98445,34959
 David Gray ,6274.750811,34960
 Vincent Gross ,6273.899415,34961
 The Bone Chimes ,6273.167015,34962
 Mating Ritual ,6272.629189,34963
 The Infatuations ,6272.121443,34964
 Bill Hudson ,6271.449826,34965
 We Are Forever ,6269.656752,34966
 Pasquale Esposito ,6269.600838,34967
 LE COMTE DE BOUDERBALA ,6269.475952,34968
 Shelby Ann-Marie ,6267.995125,34969
 Eduardo Guerrero Bailaor ,6266.975982,34970
 FLVN ,6266.398292,34971
 Bukue One ,6266.158235,34972
 Serenity Fisher ,6265.759247,34973
 The Kolors ,6264.711041,34974
 Gatekeeper ,6263.930675,34975
 Lisa Miskovsky ,6259.849583,34976
 Frances Rose ,6259.575385,34977
 Jamie Grace ,6259.145092,34978
 The Flying Pickets ,6258.699886,34979
 Damn Right! ,6258.553401,34980
 Chris Jennings ,6258.424979,34981
 Dark Summer ,6258.404058,34982
 Fiesta Cubana ,6256.676094,34983
 Matt Griffo ,6256.355954,34984
 Part One Tribe ,6256.173381,34985
 ET Anderson ,6254.319866,34986
 Good English ,6253.31699,34987
 Papp Johnson Comedy ,6251.220494,34988
 Fruit Juice ,6249.648248,34989
 Mallory Run ,6249.470045,34990
 Michael G. Ronstadt ,6249.451812,34991
 Lost Lakes Official ,6249.162905,34992
 SUCHTPOTENZIAL ,6247.980579,34993
 Anialator ,6247.089809,34994
 Mondaze ,6246.84658,34995
 Boku ,6246.599519,34996
 Element Brass Band ,6245.634051,34997
 Der Panther ,6243.826439,34998
 Jan Weiler ,6243.387128,34999
 John Caponera ,6243.084578,35000
 Lee Hardin ,6242.292883,35001
 The Hanging Gardens ,6242.158656,35002
 Pierre Durand ,6242.101965,35003
 Jürgen Drews ,6240.871782,35004
 Lost Stars ,6238.896779,35005
 James Tillman ,6237.871857,35006
 Rikard Wolff ,6237.115751,35007
 Janover ,6236.377395,35008
 Liver Down the River ,6232.861395,35009
 Amanda Fields ,6232.44168,35010
 Ruby Rose Fox ,6231.705323,35011
 Stage 11 ,6231.590774,35012
 Alexis Gomez ,6231.115341,35013
 Hidden in Plain View ,6228.665817,35014
 Jason Eskridge ,6228.131553,35015
 Behind The Façade ,6227.221398,35016
 Laura David ,6226.626682,35017
 Reker ,6226.208042,35018
 Fishfest ,6225.989019,35019
 Left Behind ,6225.406376,35020
 St. Christopher ,6224.938015,35021
 Jamie Lynn Vessels ,6220.962358,35022
 Carlos Arzate & The Kind Souls ,6218.809569,35023
 Starkey ,6217.781021,35024
 Truck Stop Troubadours ,6216.871132,35025
 aileron ,6214.679706,35026
 Mksmth ,6214.679706,35027
 Dresdner Kreuzchor ,6213.909716,35028
 NORRBOTTEN NEO ,6213.60548,35029
 Rebel Soul Revival ,6213.294368,35030
 Kenny White ,6212.229046,35031
 Noelle Perna ,6211.412312,35032
 Ryury ,6210.937253,35033
 Voodoo Visionary ,6210.518188,35034
 HAJJ ,6210.302893,35035
 Pigs Pigs Pigs Pigs Pigs Pigs Pigs ,6209.802563,35036
 Nokturnal Mortum ,6209.17235,35037
 Knifight ,6208.88207,35038
 Low Ranger ,6208.585308,35039
 Glaare ,6208.09582,35040
 Lady Moon ,6207.664765,35041
 Remode ,6206.55929,35042
 Small Wonder ,6206.49776,35043
 John Joseph ,6205.689013,35044
 Judas Priestess ,6205.24472,35045
 Gurr ,6204.838065,35046
 Mutilated Judge ,6204.414112,35047
 Little Flower Events ,6203.857664,35048
 Maklak ,6202.548364,35049
 The Headbangers ,6202.152768,35050
 Bollywood BEATS ,6201.299691,35051
 JB and the Moonshine Band ,6201.142348,35052
 Darkane ,6200.493531,35053
 New Talent ,6200.464706,35054
 Beecher's Fault ,6200.435669,35055
 Schrottgrenze ,6200.138385,35056
 LAURENT MONTAGNE ,6199.243218,35057
 KATE NV ,6198.391442,35058
 Lamento ,6197.709852,35059
 Green River ,6197.35282,35060
 The Worriers ,6196.351776,35061
 Sounds Familiar ,6193.523877,35062
 Dyan ,6193.496917,35063
 Smoove & Turrell ,6192.647085,35064
 Through The Stone ,6192.615514,35065
 Monki ,6192.201624,35066
 Nightbird ,6191.526466,35067
 Sludgehammer ,6190.417439,35068
 Bad Sounds ,6190.370711,35069
 45 Adapters ,6190.338666,35070
 The Othership Connection ,6190.036026,35071
 Changing Faces??? ,6189.672728,35072
 Oginalii ,6189.377312,35073
 Dandu ,6184.046755,35074
 Rob Harris - Songwriter ,6183.893731,35075
 Nerve Endings ,6183.653332,35076
 Hannah Rose ,6182.732059,35077
 Ruido Rosa ,6181.974738,35078
 Tyrant ,6181.679699,35079
 Seth Herzog ,6181.469193,35080
 Youngest of Elders ,6181.313424,35081
 Hungover ,6179.868771,35082
 False Gods ,6179.699444,35083
 Laura Oakes ,6178.988011,35084
 Daylight (SP)  ,6176.629124,35085
 Genesis Classic ,6176.271224,35086
 Lily Rose ,6175.835007,35087
 Northern Shores ,6175.82965,35088
 Bad Faces ,6175.781681,35089
 Current Personae ,6175.727889,35090
 Colorado Eagles ,6173.041213,35091
 SUPERBOB ,6170.7841,35092
 Dillon Chase ,6169.82505,35093
 yellowtieguy ,6168.482829,35094
 the Run Around ,6167.929696,35095
 The Beatles Revival ,6166.811034,35096
 Jose Hernandez ,6166.476848,35097
 Boris Charmatz ,6165.652703,35098
 Androma ,6165.316497,35099
 Blis. ,6164.359987,35100
 Gasoline Lollipops ,6164.135438,35101
 T-roy ,6163.445657,35102
 Jay Jona ,6163.445657,35103
 Flying Buffaloes ,6163.174937,35104
 The Falling Birds ,6161.469531,35105
 Extrabreit ,6161.381805,35106
 CutOff!CutOff? ,6160.768298,35107
 Seven Days Lost ,6159.714706,35108
 Reeve Coobs ,6159.589839,35109
 Mr Woodnote ,6159.433239,35110
 Adrien Soleiman ,6158.161374,35111
 Dave Beer ,6156.918408,35112
 Gloryful ,6156.591637,35113
 Filthy Sweet ,6155.507152,35114
 Nirvana UK ,6155.264619,35115
 Orkestra Del Sol ,6154.955224,35116
 Django Asül ,6153.322633,35117
 Geraint Watkins ,6152.430749,35118
 Glashaus ,6152.393606,35119
 Bon Finix ,6151.20076,35120
 The Rusty Bells ,6149.5034,35121
 Trinity Orchestra ,6149.097722,35122
 Lila Ignite ,6148.095952,35123
 Billie Marten ,6147.876581,35124
 Christine Parker Music ,6147.123548,35125
 Cash Levy ,6146.6306,35126
 Infinite Spectrum ,6146.612993,35127
 GATO LOCO ,6146.256729,35128
 Ati EDGE and the Shadowbirds ,6144.25918,35129
 The Walking Tree ,6144.094984,35130
 Caroline Keller Band ,6143.154503,35131
 Ryno ,6142.741362,35132
 Fire Chief Charlie ,6142.65032,35133
 Stone Sole River ,6141.939989,35134
 Jack Dalton ,6141.175793,35135
 Nicolai Ditsch ,6141.067278,35136
 Max Flinn Music ,6140.453766,35137
 Louise Morrissey Music ,6140.45106,35138
 Ash is a Robot ,6140.037606,35139
 Ms. Fridrich ,6138.51355,35140
 Amberstein ,6137.827074,35141
 Simple Plan_ Hit The Lights ,6135.770377,35142
 Jonita Gandhi ,6133.933421,35143
 The Landers ,6131.602797,35144
 Drive By Wire ,6130.953987,35145
 The Reverend Peyton’s Big Damn Ban ,6130.884676,35146
 Wounds ,6129.820413,35147
 Counting Coins ,6128.540263,35148
 Finger Guns ,6126.296437,35149
 I AM I ,6124.703773,35150
 ANTA ,6123.541781,35151
 The Gravel Pit ,6122.066271,35152
 Jim Bruno ,6120.427566,35153
 KarlDensonTinyUniverse ,6119.860881,35154
 Peyote Coyote ,6119.198831,35155
 The Tossers ,6118.995515,35156
 Toy Cars ,6118.311741,35157
 The Hyena Kill ,6117.856192,35158
 187 Strassenbande ,6117.807637,35159
 Raised on TV ,6115.561282,35160
 Honey Radar ,6115.308906,35161
 DJ Foksen ,6115.30276,35162
 Bianca Muniz ,6115.087202,35163
 Just In Time ,6114.198112,35164
 Well Known Strangers ,6113.082361,35165
 Braid ,6112.35618,35166
 Telemetry ,6112.138755,35167
 Okapi Sun ,6111.885961,35168
 CUT_ ,6110.898678,35169
 Reverberation ,6110.458984,35170
 Soaked ,6109.418945,35171
 Paul Sleeven ,6108.825765,35172
 Olivier Le Goas ,6107.972137,35173
 Daniel G. Harmann ,6107.874647,35174
 Howe Jellis ,6106.436892,35175
 Master Phil ,6106.395319,35176
 Tom Brady Entertainment ,6105.711536,35177
 The Cinelli Brothers ,6105.388299,35178
 Gareth Malone ,6104.158599,35179
 Lucien Parker ,6103.897722,35180
 Chris Wallace ,6103.412586,35181
 Project Out Of Bounds ,6102.855513,35182
 The Legendary ,6102.16592,35183
 Tiny Kingdoms ,6101.673411,35184
 Onefoot ,6101.495217,35185
 Space Between ,6100.342454,35186
 Brothers Rage ,6099.340077,35187
 Chozen 365 Music ,6099.043499,35188
 MIND AWAKE ,6098.307435,35189
 Centerfolds ,6096.090396,35190
 The Four C Notes ,6093.378573,35191
 Callie Twisselman ,6093.164085,35192
 Joe Sanders ,6093.116745,35193
 Flats And Sharps ,6091.729357,35194
 Pure Gold ,6090.065373,35195
 Yoni Zelnik ,6090.04796,35196
 Zach Pietrini ,6088.977866,35197
 Scott Marek ,6088.943368,35198
 Derek Andrew ,6088.711159,35199
 Ed Rush ,6088.583355,35200
 Damian Lynn ,6087.047398,35201
 Fake Limbs ,6086.462998,35202
 Scumbag Millionaire ,6086.279663,35203
 Rhubarb Red ,6086.11883,35204
 Goat Girl ,6085.750258,35205
 Here Lies a Warning ,6085.456473,35206
 Bryan Thomas ,6084.561905,35207
 Janus ,6083.846466,35208
 Boomstick ,6083.368254,35209
 Crissi Cochrane ,6083.181098,35210
 Brother John Kattke ,6083.104123,35211
 Matheiu ,6082.81575,35212
 Baphomet's Blood (official) ,6082.62293,35213
 Everyone Else ,6082.506381,35214
 Becoming Human ,6082.349536,35215
 LINDA HESSE ,6082.267466,35216
 Nick Stephenson Music ,6082.259881,35217
 A-Vox ,6079.926018,35218
 Glass House Point ,6079.819428,35219
 Kittie ,6079.119378,35220
 Sam Payne ,6076.495475,35221
 Dinowalrus ,6075.123315,35222
 Sharon Bourbonnais Music ,6074.432576,35223
 Rolie Polie Guacamole ,6073.782188,35224
 Steve Looney ,6073.153633,35225
 Tiki ,6073.054943,35226
 Andy Cutting ,6068.098953,35227
 False Prophet ,6067.826842,35228
 Noise Ordinance ,6067.76517,35229
 Down River ,6067.745506,35230
 william becket ,6067.254234,35231
 Bummers ,6067.205429,35232
 Dead Rites ,6066.868781,35233
 CCR REVIVAL BAND ,6066.293469,35234
 Diana Gameros ,6066.045456,35235
 DUBPAPER ,6065.200876,35236
 Deena Abdelwahed ,6064.530695,35237
 Family Mansion ,6064.381868,35238
 Jake Phillips performs as APA ,6063.6693,35239
 Od Fulmine ,6063.244147,35240
 Matt Duke ,6063.139754,35241
 The Horrors ,6063.047801,35242
 POLICE DES MOEURS ,6063.008217,35243
 Newpoli ,6060.096915,35244
 Cocked N' Loaded ,6058.83428,35245
 Dark Avenue ,6057.41586,35246
 X-Factor ,6056.662296,35247
 Big Drill Car ,6056.627079,35248
 Willow Steps ,6053.313401,35249
 Stitchy C ,6053.066183,35250
 Corky Hughes ,6052.773211,35251
 New World Depression ,6051.945799,35252
 Brick And Mortar ,6051.782588,35253
 Northside Festival ,6051.484622,35254
 Shotgun Jane ,6050.938848,35255
 The Alcapones ,6050.151917,35256
 Scroobius Pip ,6049.779631,35257
 POST MONROE ,6048.866689,35258
 Ahmed Sylla ,6048.592231,35259
 Francesco Gabbani ,6048.293929,35260
 Donald Kontomanou ,6048.040306,35261
 Lady Parts Justice League ,6046.886821,35262
 Desperate Journalist ,6046.730797,35263
 Marco Pavé ,6040.019799,35264
 Lean Back ,6038.833492,35265
 Redline Chemistry ,6038.34874,35266
 Something Underground ,6038.038508,35267
 Codex Empire ,6036.108689,35268
 Beau James Wigington ,6036.021898,35269
 Pi Jacobs ,6035.814192,35270
 Spirits and the Melchizedek Children ,6035.557957,35271
 paper arms ,6035.240674,35272
 Erik White (of Brothers McCann) ,6035.202497,35273
 Robyn G. Shiels ,6034.735843,35274
 YOKKO ,6034.312077,35275
 ALKI Jones ,6033.169084,35276
 Tommy V ,6033.165822,35277
 with Aaron Lee Tasjan ,6031.956236,35278
 Pronoun ,6031.63954,35279
 Neon Summer ,6031.333612,35280
